Date,IT Dep.,CostElement,Country,Forecast
01/08/2020,Productivity,Internal Labor,Germany,"11,316"
01/09/2020,Productivity,Internal Labor,Germany,"11,316"
01/10/2020,Productivity,Internal Labor,Germany,"11,316"
01/11/2020,Productivity,Internal Labor,Germany,"11,316"
01/12/2020,Productivity,Internal Labor,Germany,"11,316"
01/01/2020,Productivity,Internal Labor,Italy,"124,919"
01/02/2020,Productivity,Internal Labor,Italy,"12,618"
01/03/2020,Productivity,Internal Labor,Italy,"-115,560"
01/04/2020,Productivity,Internal Labor,Italy,"8,127"
01/05/2020,Productivity,Internal Labor,Italy,"7,284"
01/06/2020,Productivity,Internal Labor,Italy,"7,381"
01/07/2020,Productivity,Internal Labor,Italy,"8,325"
01/08/2020,Productivity,Internal Labor,Italy,"12,075"
01/09/2020,Productivity,Internal Labor,Italy,"12,075"
01/10/2020,Productivity,Internal Labor,Italy,"12,075"
01/11/2020,Productivity,Internal Labor,Italy,"12,075"
01/12/2020,Productivity,Internal Labor,Italy,"12,075"
01/01/2020,Productivity,Internal Labor,Spain,"2,381"
01/02/2020,Productivity,Internal Labor,Spain,"2,456"
01/03/2020,Productivity,Internal Labor,Spain,"2,515"
01/04/2020,Productivity,Internal Labor,Spain,"2,578"
01/05/2020,Productivity,Internal Labor,Spain,"2,707"
01/06/2020,Productivity,Internal Labor,Spain,"2,611"
01/07/2020,Productivity,Internal Labor,Spain,"3,094"
01/08/2020,Productivity,Internal Labor,Spain,"3,094"
01/09/2020,Productivity,Internal Labor,Spain,"3,094"
01/10/2020,Productivity,Internal Labor,Spain,"3,094"
01/11/2020,Productivity,Internal Labor,Spain,"3,094"
01/12/2020,Productivity,Internal Labor,Spain,"3,094"
01/01/2020,Productivity,Internal Labor,Switzerland,"9,596"
01/02/2020,Productivity,Internal Labor,Switzerland,"7,677"
01/03/2020,Productivity,Internal Labor,Switzerland,"-14,093"
01/04/2020,Productivity,Internal Labor,Switzerland,"3,745"
01/05/2020,Productivity,Internal Labor,Switzerland,"6,731"
01/06/2020,Productivity,Internal Labor,Switzerland,"-37,657"
01/07/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/08/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/09/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/10/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/11/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/12/2020,Productivity,Internal Labor,Switzerland,"7,411"
01/01/2020,Productivity,Internal Labor,United Kingdom,"17,795"
01/02/2020,Productivity,Internal Labor,United Kingdom,"18,179"
01/03/2020,Productivity,Internal Labor,United Kingdom,"23,485"
01/04/2020,Productivity,Internal Labor,United Kingdom,"17,193"
01/05/2020,Productivity,Internal Labor,United Kingdom,"16,227"
01/06/2020,Productivity,Internal Labor,United Kingdom,"16,083"
01/07/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/08/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/09/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/10/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/11/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/12/2020,Productivity,Internal Labor,United Kingdom,"18,545"
01/01/2020,Productivity,Internal Labor,USA,"59,599"
01/02/2020,Productivity,Internal Labor,USA,"54,690"
01/03/2020,Productivity,Internal Labor,USA,"66,739"
01/04/2020,Productivity,Internal Labor,USA,"57,513"
01/05/2020,Productivity,Internal Labor,USA,"52,157"
01/06/2020,Productivity,Internal Labor,USA,"65,844"
01/07/2020,Productivity,Internal Labor,USA,"54,431"
01/08/2020,Productivity,Internal Labor,USA,"54,301"
01/09/2020,Productivity,Internal Labor,USA,"54,209"
01/10/2020,Productivity,Internal Labor,USA,"55,541"
01/11/2020,Productivity,Internal Labor,USA,"55,147"
01/12/2020,Productivity,Internal Labor,USA,"54,765"
01/06/2020,Productivity,Legal,Austria,134
01/02/2020,Productivity,Other,Austria,84
01/07/2020,Productivity,Other,Austria,"6,501"
01/08/2020,Productivity,Other,Austria,"6,501"
01/09/2020,Productivity,Other,Austria,"6,501"
01/10/2020,Productivity,Other,Austria,"6,501"
01/11/2020,Productivity,Other,Austria,"6,501"
01/12/2020,Productivity,Other,Austria,"6,501"
01/02/2020,Productivity,Other,Belgium,29
01/03/2020,Productivity,Other,Belgium,22
01/04/2020,Productivity,Other,Belgium,17
01/05/2020,Productivity,Other,Belgium,16
01/06/2020,Productivity,Other,Belgium,35
01/07/2020,Productivity,Other,Belgium,"8,170"
01/08/2020,Productivity,Other,Belgium,"8,170"
01/09/2020,Productivity,Other,Belgium,"8,170"
01/10/2020,Productivity,Other,Belgium,"8,170"
01/11/2020,Productivity,Other,Belgium,"8,170"
01/12/2020,Productivity,Other,Belgium,"8,170"
01/01/2020,Productivity,Other,Canada,"2,335"
01/02/2020,Productivity,Other,Canada,"6,627"
01/03/2020,Productivity,Other,Canada,"2,977"
01/04/2020,Productivity,Other,Canada,693
01/05/2020,Productivity,Other,Canada,"8,515"
01/06/2020,Productivity,Other,Canada,"2,339"
01/07/2020,Productivity,Other,Canada,"8,663"
01/08/2020,Productivity,Other,Canada,"8,663"
01/09/2020,Productivity,Other,Canada,"8,663"
01/10/2020,Productivity,Other,Canada,"8,663"
01/11/2020,Productivity,Other,Canada,"8,663"
01/12/2020,Productivity,Other,Canada,"8,663"
01/04/2020,Productivity,Other,France,-47
01/07/2020,Productivity,Other,France,"34,675"
01/08/2020,Productivity,Other,France,"34,675"
01/09/2020,Productivity,Other,France,"34,675"
01/10/2020,Productivity,Other,France,"34,675"
01/11/2020,Productivity,Other,France,"34,675"
01/12/2020,Productivity,Other,France,"34,675"
01/01/2020,Productivity,Other,Germany,46
01/07/2020,Productivity,Other,Germany,"-48,052"
01/08/2020,Productivity,Other,Germany,"-48,052"
01/09/2020,Productivity,Other,Germany,"-48,052"
01/10/2020,Productivity,Other,Germany,"-48,052"
01/11/2020,Productivity,Other,Germany,"-48,052"
01/12/2020,Productivity,Other,Germany,"-48,052"
01/07/2020,Productivity,Other,Ireland,"-16,018"
01/08/2020,Productivity,Other,Ireland,"-16,018"
01/09/2020,Productivity,Other,Ireland,"-16,018"
01/10/2020,Productivity,Other,Ireland,"-16,018"
01/11/2020,Productivity,Other,Ireland,"-16,018"
01/12/2020,Productivity,Other,Ireland,"-16,018"
01/01/2020,Productivity,Other,Italy,417
01/02/2020,Productivity,Other,Italy,"4,496"
01/03/2020,Productivity,Other,Italy,"-10,002"
01/04/2020,Productivity,Other,Italy,276
01/05/2020,Productivity,Other,Italy,15
01/06/2020,Productivity,Other,Italy,"-3,054"
01/07/2020,Productivity,Other,Italy,"-3,988"
01/08/2020,Productivity,Other,Italy,"-3,988"
01/09/2020,Productivity,Other,Italy,"-3,988"
01/10/2020,Productivity,Other,Italy,"-3,988"
01/11/2020,Productivity,Other,Italy,"-3,988"
01/12/2020,Productivity,Other,Italy,"-3,988"
01/07/2020,Productivity,Other,Netherlands,"-2,046"
01/08/2020,Productivity,Other,Netherlands,"-2,046"
01/09/2020,Productivity,Other,Netherlands,"-2,046"
01/10/2020,Productivity,Other,Netherlands,"-2,046"
01/11/2020,Productivity,Other,Netherlands,"-2,046"
01/12/2020,Productivity,Other,Netherlands,"-2,046"
01/01/2020,Productivity,Other,Spain,66
01/07/2020,Productivity,Other,Spain,"-30,662"
01/08/2020,Productivity,Other,Spain,"-30,662"
01/09/2020,Productivity,Other,Spain,"-30,662"
01/10/2020,Productivity,Other,Spain,"-30,662"
01/11/2020,Productivity,Other,Spain,"-30,662"
01/12/2020,Productivity,Other,Spain,"-30,662"
01/01/2020,Productivity,Other,Switzerland,63
01/02/2020,Productivity,Other,Switzerland,217
01/03/2020,Productivity,Other,Switzerland,516
01/05/2020,Productivity,Other,Switzerland,"3,029"
01/06/2020,Productivity,Other,Switzerland,59
01/07/2020,Productivity,Other,Switzerland,"7,541"
01/08/2020,Productivity,Other,Switzerland,"7,541"
01/09/2020,Productivity,Other,Switzerland,"7,541"
01/10/2020,Productivity,Other,Switzerland,"7,541"
01/11/2020,Productivity,Other,Switzerland,"7,541"
01/12/2020,Productivity,Other,Switzerland,"7,541"
01/01/2020,Productivity,Other,United Kingdom,"7,848"
01/02/2020,Productivity,Other,United Kingdom,"4,176"
01/03/2020,Productivity,Other,United Kingdom,484
01/04/2020,Productivity,Other,United Kingdom,96
01/05/2020,Productivity,Other,United Kingdom,661
01/06/2020,Productivity,Other,United Kingdom,"-3,390"
01/07/2020,Productivity,Other,United Kingdom,"-9,519"
01/08/2020,Productivity,Other,United Kingdom,"-9,519"
01/09/2020,Productivity,Other,United Kingdom,"-9,519"
01/10/2020,Productivity,Other,United Kingdom,"-9,519"
01/11/2020,Productivity,Other,United Kingdom,"-9,519"
01/12/2020,Productivity,Other,United Kingdom,"-9,519"
01/01/2020,Productivity,Other,USA,"3,746"
01/02/2020,Productivity,Other,USA,"3,590"
01/03/2020,Productivity,Other,USA,"15,309"
01/04/2020,Productivity,Other,USA,"10,197"
01/05/2020,Productivity,Other,USA,"15,777"
01/06/2020,Productivity,Other,USA,"25,408"
01/07/2020,Productivity,Other,USA,"1,740"
01/08/2020,Productivity,Other,USA,"1,740"
01/09/2020,Productivity,Other,USA,"1,740"
01/10/2020,Productivity,Other,USA,"1,740"
01/11/2020,Productivity,Other,USA,"1,740"
01/12/2020,Productivity,Other,USA,"1,740"
01/01/2020,Productivity,Outbound Allocations,United Kingdom,"4,112"
01/02/2020,Productivity,Outbound Allocations,United Kingdom,"4,250"
01/03/2020,Productivity,Outbound Allocations,United Kingdom,"4,301"
01/04/2020,Productivity,Outbound Allocations,United Kingdom,"4,282"
01/05/2020,Productivity,Outbound Allocations,United Kingdom,"4,456"
01/06/2020,Productivity,Outbound Allocations,United Kingdom,"4,390"
01/07/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/08/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/09/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/10/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/11/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/12/2020,Productivity,Outbound Allocations,United Kingdom,"5,295"
01/01/2020,Productivity,Project Expenses,United Kingdom,"4,424"
01/02/2020,Productivity,Project Expenses,United Kingdom,"4,573"
01/03/2020,Productivity,Project Expenses,United Kingdom,"6,524"
01/04/2020,Productivity,Project Expenses,United Kingdom,445
01/05/2020,Productivity,Project Expenses,United Kingdom,"7,322"
01/06/2020,Productivity,Project Expenses,United Kingdom,-98
01/07/2020,Productivity,Project Expenses,United Kingdom,110
01/08/2020,Productivity,Project Expenses,United Kingdom,110
01/09/2020,Productivity,Project Expenses,United Kingdom,110
01/10/2020,Productivity,Project Expenses,United Kingdom,110
01/11/2020,Productivity,Project Expenses,United Kingdom,110
01/12/2020,Productivity,Project Expenses,United Kingdom,110
01/01/2020,Productivity,Recognition,Austria,64
01/02/2020,Productivity,Recognition,Austria,66
01/03/2020,Productivity,Recognition,Austria,67
01/04/2020,Productivity,Recognition,Austria,68
01/07/2020,Productivity,Recognition,USA,24
01/08/2020,Productivity,Recognition,USA,24
01/09/2020,Productivity,Recognition,USA,24
01/10/2020,Productivity,Recognition,USA,24
01/11/2020,Productivity,Recognition,USA,24
01/12/2020,Productivity,Recognition,USA,24
01/01/2020,Productivity,Severance,Austria,46
01/02/2020,Productivity,Severance,Austria,48
01/04/2020,Productivity,Severance,Austria,56
01/05/2020,Productivity,Severance,Austria,18
01/01/2020,Productivity,Severance,Italy,"-115,600"
01/02/2020,Productivity,Severance,Italy,400
01/03/2020,Productivity,Severance,Italy,"120,510"
01/04/2020,Productivity,Severance,Italy,464
01/05/2020,Productivity,Severance,Italy,397
01/06/2020,Productivity,Severance,Italy,634
01/07/2020,Productivity,Severance,Italy,-51
01/08/2020,Productivity,Severance,Italy,-51
01/09/2020,Productivity,Severance,Italy,-51
01/10/2020,Productivity,Severance,Italy,-51
01/11/2020,Productivity,Severance,Italy,-51
01/12/2020,Productivity,Severance,Italy,-51
01/01/2020,Productivity,Software,Belgium,-398
01/05/2020,Productivity,Software,Belgium,541
01/06/2020,Productivity,Software,Belgium,195
01/01/2020,Productivity,Software,France,24
01/02/2020,Productivity,Software,France,62
01/03/2020,Productivity,Software,France,"-1,704"
01/04/2020,Productivity,Software,France,269
01/05/2020,Productivity,Software,France,"3,315"
01/06/2020,Productivity,Software,France,293
01/07/2020,Productivity,Software,France,907
01/08/2020,Productivity,Software,France,907
01/09/2020,Productivity,Software,France,907
01/10/2020,Productivity,Software,France,907
01/11/2020,Productivity,Software,France,907
01/12/2020,Productivity,Software,France,907
01/07/2020,Productivity,Software,Ireland,329
01/08/2020,Productivity,Software,Ireland,329
01/09/2020,Productivity,Software,Ireland,329
01/10/2020,Productivity,Software,Ireland,329
01/11/2020,Productivity,Software,Ireland,329
01/12/2020,Productivity,Software,Ireland,329
01/04/2020,Productivity,Software,Netherlands,35
01/03/2020,Productivity,Software,United Kingdom,"-1,931"
01/04/2020,Productivity,Software,United Kingdom,63
01/05/2020,Productivity,Software,United Kingdom,"3,311"
01/06/2020,Productivity,Software,United Kingdom,"2,673"
01/07/2020,Productivity,Software,United Kingdom,13
01/08/2020,Productivity,Software,United Kingdom,13
01/09/2020,Productivity,Software,United Kingdom,13
01/10/2020,Productivity,Software,United Kingdom,13
01/11/2020,Productivity,Software,United Kingdom,13
01/12/2020,Productivity,Software,United Kingdom,13
01/01/2020,Productivity,Software,USA,"3,135"
01/02/2020,Productivity,Software,USA,"3,131"
01/03/2020,Productivity,Software,USA,"3,209"
01/04/2020,Productivity,Software,USA,"3,244"
01/05/2020,Productivity,Software,USA,"3,125"
01/06/2020,Productivity,Software,USA,"-168,448"
01/07/2020,Productivity,Software,USA,"3,125"
01/08/2020,Productivity,Software,USA,"3,125"
01/09/2020,Productivity,Software,USA,"3,125"
01/10/2020,Productivity,Software,USA,"3,125"
01/11/2020,Productivity,Software,USA,"3,125"
01/12/2020,Productivity,Software,USA,"3,125"
01/02/2020,Productivity,Software Maintenance,Belgium,"9,232"
01/04/2020,Productivity,Software Maintenance,Belgium,"3,252"
01/05/2020,Productivity,Software Maintenance,Belgium,37
01/07/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/08/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/09/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/10/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/11/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/12/2020,Productivity,Software Maintenance,Ireland,"4,008"
01/05/2020,Productivity,Software Maintenance,Italy,707
01/06/2020,Productivity,Software Maintenance,Italy,292
01/07/2020,Productivity,Software Maintenance,United Kingdom,196
01/08/2020,Productivity,Software Maintenance,United Kingdom,196
01/09/2020,Productivity,Software Maintenance,United Kingdom,196
01/10/2020,Productivity,Software Maintenance,United Kingdom,196
01/11/2020,Productivity,Software Maintenance,United Kingdom,196
01/12/2020,Productivity,Software Maintenance,United Kingdom,196
01/01/2020,Productivity,Software Maintenance,USA,"4,413"
01/03/2020,Productivity,Software Maintenance,USA,"25,541"
01/04/2020,Productivity,Software Maintenance,USA,"-346,054"
01/05/2020,Productivity,Software Maintenance,USA,"428,400"
01/06/2020,Productivity,Software Maintenance,USA,"-68,168"
01/07/2020,Productivity,Software Maintenance,USA,"96,403"
01/08/2020,Productivity,Software Maintenance,USA,"9,084"
01/09/2020,Productivity,Software Maintenance,USA,"9,084"
01/10/2020,Productivity,Software Maintenance,USA,"9,084"
01/11/2020,Productivity,Software Maintenance,USA,"9,084"
01/12/2020,Productivity,Software Maintenance,USA,"14,211"
01/02/2020,Productivity,Supplies,Austria,155
01/03/2020,Productivity,Supplies,Austria,143
01/07/2020,Productivity,Supplies,Austria,221
01/08/2020,Productivity,Supplies,Austria,221
01/09/2020,Productivity,Supplies,Austria,221
01/10/2020,Productivity,Supplies,Austria,221
01/11/2020,Productivity,Supplies,Austria,221
01/12/2020,Productivity,Supplies,Austria,221
01/01/2020,Productivity,Supplies,Belgium,574
01/02/2020,Productivity,Supplies,Belgium,"1,251"
01/03/2020,Productivity,Supplies,Belgium,"3,071"
01/04/2020,Productivity,Supplies,Belgium,"1,336"
01/05/2020,Productivity,Supplies,Belgium,"3,763"
01/06/2020,Productivity,Supplies,Belgium,599
01/07/2020,Productivity,Supplies,Belgium,50
01/08/2020,Productivity,Supplies,Belgium,50
01/09/2020,Productivity,Supplies,Belgium,50
01/10/2020,Productivity,Supplies,Belgium,50
01/11/2020,Productivity,Supplies,Belgium,50
01/12/2020,Productivity,Supplies,Belgium,50
01/02/2020,Productivity,Supplies,Canada,"1,667"
01/03/2020,Productivity,Supplies,Canada,"2,184"
01/04/2020,Productivity,Supplies,Canada,"3,640"
01/05/2020,Productivity,Supplies,Canada,"2,338"
01/06/2020,Productivity,Supplies,Canada,"2,028"
01/07/2020,Productivity,Supplies,Canada,"1,783"
01/08/2020,Productivity,Supplies,Canada,"1,783"
01/09/2020,Productivity,Supplies,Canada,"1,783"
01/10/2020,Productivity,Supplies,Canada,"1,783"
01/11/2020,Productivity,Supplies,Canada,"1,783"
01/12/2020,Productivity,Supplies,Canada,"1,783"
01/01/2020,Productivity,Supplies,France,69
01/03/2020,Productivity,Supplies,France,140
01/07/2020,Productivity,Supplies,France,95
01/08/2020,Productivity,Supplies,France,95
01/09/2020,Productivity,Supplies,France,95
01/10/2020,Productivity,Supplies,France,95
01/11/2020,Productivity,Supplies,France,95
01/12/2020,Productivity,Supplies,France,95
01/01/2020,Productivity,Supplies,Germany,409
01/02/2020,Productivity,Supplies,Germany,"3,120"
01/03/2020,Productivity,Supplies,Germany,-644
01/04/2020,Productivity,Supplies,Germany,999
01/05/2020,Productivity,Supplies,Germany,867
01/06/2020,Productivity,Supplies,Germany,"3,706"
01/07/2020,Productivity,Supplies,Germany,375
01/08/2020,Productivity,Supplies,Germany,375
01/09/2020,Productivity,Supplies,Germany,375
01/10/2020,Productivity,Supplies,Germany,375
01/11/2020,Productivity,Supplies,Germany,375
01/12/2020,Productivity,Supplies,Germany,375
01/02/2020,Productivity,Supplies,Ireland,"1,326"
01/03/2020,Productivity,Supplies,Ireland,"12,109"
01/04/2020,Productivity,Supplies,Ireland,"1,802"
01/05/2020,Productivity,Supplies,Ireland,"31,453"
01/06/2020,Productivity,Supplies,Ireland,"2,144"
01/07/2020,Productivity,Supplies,Ireland,391
01/08/2020,Productivity,Supplies,Ireland,391
01/09/2020,Productivity,Supplies,Ireland,391
01/10/2020,Productivity,Supplies,Ireland,391
01/11/2020,Productivity,Supplies,Ireland,391
01/12/2020,Productivity,Supplies,Ireland,391
01/03/2020,Productivity,Supplies,Italy,232
01/05/2020,Productivity,Supplies,Italy,256
01/06/2020,Productivity,Supplies,Italy,119
01/07/2020,Productivity,Supplies,Italy,58
01/08/2020,Productivity,Supplies,Italy,58
01/09/2020,Productivity,Supplies,Italy,58
01/10/2020,Productivity,Supplies,Italy,58
01/11/2020,Productivity,Supplies,Italy,58
01/12/2020,Productivity,Supplies,Italy,58
01/03/2020,Productivity,Supplies,Netherlands,"-2,475"
01/06/2020,Productivity,Supplies,Netherlands,"4,381"
01/07/2020,Productivity,Supplies,Netherlands,76
01/08/2020,Productivity,Supplies,Netherlands,76
01/09/2020,Productivity,Supplies,Netherlands,76
01/10/2020,Productivity,Supplies,Netherlands,76
01/11/2020,Productivity,Supplies,Netherlands,76
01/12/2020,Productivity,Supplies,Netherlands,76
01/01/2020,Productivity,Supplies,Switzerland,"47,470"
01/02/2020,Productivity,Supplies,Switzerland,"14,140"
01/03/2020,Productivity,Supplies,Switzerland,"-32,991"
01/04/2020,Productivity,Supplies,Switzerland,272
01/05/2020,Productivity,Supplies,Switzerland,"1,961"
01/06/2020,Productivity,Supplies,Switzerland,"6,059"
01/07/2020,Productivity,Supplies,Switzerland,275
01/08/2020,Productivity,Supplies,Switzerland,275
01/09/2020,Productivity,Supplies,Switzerland,275
01/10/2020,Productivity,Supplies,Switzerland,275
01/11/2020,Productivity,Supplies,Switzerland,275
01/12/2020,Productivity,Supplies,Switzerland,275
01/01/2020,Productivity,Supplies,United Kingdom,11
01/02/2020,Productivity,Supplies,United Kingdom,24
01/04/2020,Productivity,Supplies,United Kingdom,7
01/05/2020,Productivity,Supplies,United Kingdom,11
01/07/2020,Productivity,Supplies,United Kingdom,"7,576"
01/08/2020,Productivity,Supplies,United Kingdom,"7,576"
01/09/2020,Productivity,Supplies,United Kingdom,"7,576"
01/10/2020,Productivity,Supplies,United Kingdom,"7,576"
01/11/2020,Productivity,Supplies,United Kingdom,"7,576"
01/12/2020,Productivity,Supplies,United Kingdom,"7,576"
01/02/2020,Productivity,Supplies,USA,"4,088"
01/03/2020,Productivity,Supplies,USA,"4,843"
01/04/2020,Productivity,Supplies,USA,"5,918"
01/05/2020,Productivity,Supplies,USA,215
01/06/2020,Productivity,Supplies,USA,"4,512"
01/07/2020,Productivity,Supplies,USA,"2,717"
01/08/2020,Productivity,Supplies,USA,"2,717"
01/09/2020,Productivity,Supplies,USA,"2,717"
01/10/2020,Productivity,Supplies,USA,"2,717"
01/11/2020,Productivity,Supplies,USA,"2,717"
01/12/2020,Productivity,Supplies,USA,"2,717"
01/01/2020,Productivity,Taxes,USA,165
01/02/2020,Productivity,Taxes,USA,133
01/03/2020,Productivity,Taxes,USA,149
01/04/2020,Productivity,Taxes,USA,149
01/05/2020,Productivity,Taxes,USA,149
01/06/2020,Productivity,Taxes,USA,149
01/07/2020,Productivity,Taxes,USA,149
01/08/2020,Productivity,Taxes,USA,149
01/09/2020,Productivity,Taxes,USA,149
01/10/2020,Productivity,Taxes,USA,149
01/11/2020,Productivity,Taxes,USA,149
01/12/2020,Productivity,Taxes,USA,149
01/01/2020,Productivity,Telecomm,Austria,-115
01/02/2020,Productivity,Telecomm,Austria,11
01/03/2020,Productivity,Telecomm,Austria,"29,522"
01/04/2020,Productivity,Telecomm,Austria,"-30,248"
01/06/2020,Productivity,Telecomm,Austria,100
01/07/2020,Productivity,Telecomm,Austria,47
01/08/2020,Productivity,Telecomm,Austria,47
01/09/2020,Productivity,Telecomm,Austria,47
01/10/2020,Productivity,Telecomm,Austria,47
01/11/2020,Productivity,Telecomm,Austria,47
01/12/2020,Productivity,Telecomm,Austria,47
01/01/2020,Productivity,Telecomm,Belgium,"1,481"
01/02/2020,Productivity,Telecomm,Belgium,"2,521"
01/03/2020,Productivity,Telecomm,Belgium,"26,832"
01/04/2020,Productivity,Telecomm,Belgium,"-24,323"
01/05/2020,Productivity,Telecomm,Belgium,"3,257"
01/06/2020,Productivity,Telecomm,Belgium,41
01/07/2020,Productivity,Telecomm,Belgium,50
01/08/2020,Productivity,Telecomm,Belgium,50
01/09/2020,Productivity,Telecomm,Belgium,50
01/10/2020,Productivity,Telecomm,Belgium,50
01/11/2020,Productivity,Telecomm,Belgium,50
01/12/2020,Productivity,Telecomm,Belgium,50
01/01/2020,Productivity,Telecomm,France,311
01/02/2020,Productivity,Telecomm,France,"10,039"
01/03/2020,Productivity,Telecomm,France,"-19,456"
01/04/2020,Productivity,Telecomm,France,"31,450"
01/05/2020,Productivity,Telecomm,France,"10,284"
01/06/2020,Productivity,Telecomm,France,"30,938"
01/07/2020,Productivity,Telecomm,France,"3,614"
01/08/2020,Productivity,Telecomm,France,"3,614"
01/09/2020,Productivity,Telecomm,France,"3,614"
01/10/2020,Productivity,Telecomm,France,"3,614"
01/11/2020,Productivity,Telecomm,France,"3,614"
01/12/2020,Productivity,Telecomm,France,"3,614"
01/01/2020,Productivity,Telecomm,Germany,7
01/02/2020,Productivity,Telecomm,Germany,"14,506"
01/03/2020,Productivity,Telecomm,Germany,"46,687"
01/04/2020,Productivity,Telecomm,Germany,"-2,335"
01/05/2020,Productivity,Telecomm,Germany,"57,914"
01/06/2020,Productivity,Telecomm,Germany,"111,002"
01/07/2020,Productivity,Telecomm,Germany,"27,424"
01/08/2020,Productivity,Telecomm,Germany,"27,424"
01/09/2020,Productivity,Telecomm,Germany,"27,424"
01/10/2020,Productivity,Telecomm,Germany,"27,424"
01/11/2020,Productivity,Telecomm,Germany,"27,424"
01/12/2020,Productivity,Telecomm,Germany,"27,424"
01/01/2020,Productivity,Telecomm,Italy,-224
01/02/2020,Productivity,Telecomm,Italy,725
01/03/2020,Productivity,Telecomm,Italy,"9,828"
01/04/2020,Productivity,Telecomm,Italy,"45,722"
01/05/2020,Productivity,Telecomm,Italy,"9,832"
01/06/2020,Productivity,Telecomm,Italy,"14,324"
01/07/2020,Productivity,Telecomm,Italy,"15,408"
01/08/2020,Productivity,Telecomm,Italy,"15,408"
01/09/2020,Productivity,Telecomm,Italy,"15,408"
01/10/2020,Productivity,Telecomm,Italy,"15,408"
01/11/2020,Productivity,Telecomm,Italy,"15,408"
01/12/2020,Productivity,Telecomm,Italy,"15,408"
01/01/2020,Productivity,Telecomm,Netherlands,"-1,009"
01/03/2020,Productivity,Telecomm,Netherlands,"1,716"
01/04/2020,Productivity,Telecomm,Netherlands,"2,755"
01/05/2020,Productivity,Telecomm,Netherlands,771
01/07/2020,Productivity,Telecomm,Netherlands,152
01/08/2020,Productivity,Telecomm,Netherlands,152
01/09/2020,Productivity,Telecomm,Netherlands,152
01/10/2020,Productivity,Telecomm,Netherlands,152
01/11/2020,Productivity,Telecomm,Netherlands,152
01/12/2020,Productivity,Telecomm,Netherlands,152
01/01/2020,Productivity,Telecomm,Spain,"19,851"
01/02/2020,Productivity,Telecomm,Spain,"40,386"
01/03/2020,Productivity,Telecomm,Spain,"31,399"
01/04/2020,Productivity,Telecomm,Spain,"4,104"
01/05/2020,Productivity,Telecomm,Spain,"27,017"
01/06/2020,Productivity,Telecomm,Spain,"48,085"
01/07/2020,Productivity,Telecomm,Spain,"-3,812"
01/08/2020,Productivity,Telecomm,Spain,"-3,812"
01/09/2020,Productivity,Telecomm,Spain,"-3,812"
01/10/2020,Productivity,Telecomm,Spain,"-3,812"
01/11/2020,Productivity,Telecomm,Spain,"-3,812"
01/12/2020,Productivity,Telecomm,Spain,"-3,812"
01/01/2020,Productivity,Telecomm,Switzerland,"4,814"
01/02/2020,Productivity,Telecomm,Switzerland,737
01/03/2020,Productivity,Telecomm,Switzerland,"4,630"
01/04/2020,Productivity,Telecomm,Switzerland,"2,481"
01/05/2020,Productivity,Telecomm,Switzerland,"5,980"
01/06/2020,Productivity,Telecomm,Switzerland,"2,650"
01/07/2020,Productivity,Telecomm,Switzerland,41
01/08/2020,Productivity,Telecomm,Switzerland,41
01/09/2020,Productivity,Telecomm,Switzerland,41
01/10/2020,Productivity,Telecomm,Switzerland,41
01/11/2020,Productivity,Telecomm,Switzerland,41
01/12/2020,Productivity,Telecomm,Switzerland,41
01/01/2020,Productivity,Telecomm,United Kingdom,"22,974"
01/02/2020,Productivity,Telecomm,United Kingdom,"101,279"
01/03/2020,Productivity,Telecomm,United Kingdom,"49,920"
01/04/2020,Productivity,Telecomm,United Kingdom,"33,688"
01/05/2020,Productivity,Telecomm,United Kingdom,"6,996"
01/06/2020,Productivity,Telecomm,United Kingdom,"22,336"
01/07/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/08/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/09/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/10/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/11/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/12/2020,Productivity,Telecomm,United Kingdom,"36,005"
01/01/2020,Productivity,Telecomm,USA,72
01/02/2020,Productivity,Telecomm,USA,"7,023"
01/03/2020,Productivity,Telecomm,USA,"4,624"
